100,NEM12,202512221300,MDANAME,RETAILER
200,6305000004,E1,1,E1,N1,MET00004,KWH,15,
300,20251111,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.061,0.062,0.064,0.068,0.074,0.083,0.098,0.119,0.148,0.186,0.232,0.285,0.343,0.402,0.456,0.499,0.527,0.537,0.527,0.499,0.456,0.402,0.343,0.285,0.232,0.186,0.148,0.119,0.098,0.083,0.074,0.068,0.064,0.062,0.061,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.061,0.062,0.064,0.068,0.073,0.081,0.093,0.111,0.135,0.168,0.21,0.262,0.323,0.393,0.468,0.544,0.617,0.682,0.732,0.765,0.776,0.765,0.732,0.682,0.617,0.544,0.468,0.393,0.323,0.262,0.21,0.168,0.135,0.111,0.093,0.081,0.073,0.068,0.064,0.062,A,,
300,20251112,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.043,0.043,0.045,0.047,0.052,0.058,0.069,0.084,0.104,0.13,0.162,0.2,0.241,0.282,0.319,0.35,0.37,0.377,0.37,0.35,0.319,0.282,0.241,0.2,0.162,0.13,0.104,0.084,0.069,0.058,0.052,0.047,0.045,0.043,0.043,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.043,0.044,0.045,0.047,0.051,0.057,0.065,0.078,0.095,0.118,0.147,0.183,0.227,0.275,0.328,0.382,0.433,0.478,0.513,0.536,0.544,0.536,0.513,0.478,0.433,0.382,0.328,0.275,0.227,0.183,0.147,0.118,0.095,0.078,0.065,0.057,0.051,0.047,0.045,0.044,A,,
300,20251113,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.052,0.053,0.055,0.058,0.063,0.071,0.083,0.101,0.126,0.158,0.197,0.243,0.292,0.342,0.388,0.424,0.449,0.457,0.449,0.424,0.388,0.342,0.292,0.243,0.197,0.158,0.126,0.101,0.083,0.071,0.063,0.058,0.055,0.053,0.052,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.052,0.053,0.055,0.057,0.062,0.069,0.079,0.094,0.115,0.143,0.178,0.223,0.275,0.334,0.398,0.463,0.525,0.58,0.623,0.651,0.66,0.651,0.623,0.58,0.525,0.463,0.398,0.334,0.275,0.223,0.178,0.143,0.115,0.094,0.079,0.069,0.062,0.057,0.055,0.053,A,,
300,20251114,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.037,0.038,0.041,0.044,0.05,0.059,0.071,0.089,0.111,0.139,0.171,0.206,0.241,0.273,0.299,0.316,0.322,0.316,0.299,0.273,0.241,0.206,0.171,0.139,0.111,0.089,0.071,0.059,0.05,0.044,0.041,0.038,0.037,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.037,0.037,0.038,0.04,0.044,0.049,0.056,0.066,0.081,0.101,0.126,0.157,0.194,0.235,0.28,0.326,0.37,0.408,0.439,0.458,0.465,0.458,0.439,0.408,0.37,0.326,0.28,0.235,0.194,0.157,0.126,0.101,0.081,0.066,0.056,0.049,0.044,0.04,0.038,0.037,A,,
300,20251115,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.066,0.066,0.068,0.07,0.074,0.08,0.091,0.107,0.13,0.161,0.202,0.252,0.311,0.374,0.438,0.496,0.543,0.574,0.585,0.574,0.543,0.496,0.438,0.374,0.311,0.252,0.202,0.161,0.13,0.107,0.091,0.08,0.074,0.07,0.068,0.066,0.066,0.065,0.065,0.065,0.065,0.065,0.065,0.066,0.066,0.068,0.07,0.074,0.079,0.088,0.101,0.121,0.147,0.183,0.228,0.285,0.352,0.428,0.509,0.593,0.672,0.743,0.798,0.833,0.845,0.833,0.798,0.743,0.672,0.593,0.509,0.428,0.352,0.285,0.228,0.183,0.147,0.121,0.101,0.088,0.079,0.074,0.07,0.068,A,,
300,20251116,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.036,0.036,0.037,0.038,0.04,0.044,0.049,0.058,0.07,0.087,0.11,0.137,0.169,0.203,0.237,0.269,0.295,0.312,0.317,0.312,0.295,0.269,0.237,0.203,0.169,0.137,0.11,0.087,0.07,0.058,0.049,0.044,0.04,0.038,0.037,0.036,0.036,0.035,0.035,0.035,0.035,0.035,0.035,0.036,0.036,0.037,0.038,0.04,0.043,0.048,0.055,0.065,0.08,0.099,0.124,0.155,0.191,0.232,0.276,0.322,0.365,0.403,0.433,0.452,0.459,0.452,0.433,0.403,0.365,0.322,0.276,0.232,0.191,0.155,0.124,0.099,0.08,0.065,0.055,0.048,0.043,0.04,0.038,0.037,A,,
300,20251117,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.044,0.045,0.046,0.049,0.053,0.06,0.07,0.086,0.106,0.133,0.167,0.205,0.247,0.289,0.327,0.359,0.379,0.386,0.379,0.359,0.327,0.289,0.247,0.205,0.167,0.133,0.106,0.086,0.07,0.06,0.053,0.049,0.046,0.045,0.044,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.044,0.045,0.046,0.049,0.052,0.058,0.067,0.08,0.097,0.121,0.151,0.188,0.232,0.282,0.336,0.391,0.444,0.49,0.527,0.55,0.558,0.55,0.527,0.49,0.444,0.391,0.336,0.282,0.232,0.188,0.151,0.121,0.097,0.08,0.067,0.058,0.052,0.049,0.046,0.045,E,,
300,20251118,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.06,0.061,0.063,0.067,0.073,0.082,0.097,0.118,0.146,0.183,0.229,0.281,0.339,0.397,0.45,0.492,0.52,0.53,0.52,0.492,0.45,0.397,0.339,0.281,0.229,0.183,0.146,0.118,0.097,0.082,0.073,0.067,0.063,0.061,0.06,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.06,0.06,0.061,0.063,0.067,0.072,0.08,0.092,0.109,0.133,0.166,0.207,0.258,0.319,0.388,0.462,0.537,0.609,0.673,0.723,0.755,0.766,0.755,0.723,0.673,0.609,0.537,0.462,0.388,0.319,0.258,0.207,0.166,0.133,0.109,0.092,0.08,0.072,0.067,0.063,0.061,E,,
300,20251119,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.038,0.039,0.04,0.042,0.046,0.052,0.061,0.075,0.093,0.116,0.145,0.179,0.215,0.252,0.285,0.313,0.33,0.337,0.33,0.313,0.285,0.252,0.215,0.179,0.145,0.116,0.093,0.075,0.061,0.052,0.046,0.042,0.04,0.039,0.038,0.038,0.038,0.037,0.037,0.037,0.038,0.038,0.038,0.038,0.039,0.04,0.042,0.046,0.051,0.058,0.069,0.085,0.105,0.131,0.164,0.202,0.246,0.293,0.341,0.387,0.427,0.459,0.479,0.486,0.479,0.459,0.427,0.387,0.341,0.293,0.246,0.202,0.164,0.131,0.105,0.085,0.069,0.058,0.051,0.046,0.042,0.04,0.039,A,,
300,20251120,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.061,0.061,0.063,0.065,0.068,0.074,0.084,0.099,0.12,0.149,0.187,0.234,0.288,0.346,0.405,0.459,0.503,0.532,0.542,0.532,0.503,0.459,0.405,0.346,0.288,0.234,0.187,0.149,0.12,0.099,0.084,0.074,0.068,0.065,0.063,0.061,0.061,0.06,0.06,0.06,0.06,0.06,0.061,0.061,0.062,0.063,0.065,0.068,0.073,0.082,0.094,0.112,0.136,0.169,0.212,0.264,0.326,0.396,0.472,0.549,0.623,0.688,0.739,0.771,0.783,0.771,0.739,0.688,0.623,0.549,0.472,0.396,0.326,0.264,0.212,0.169,0.136,0.112,0.094,0.082,0.073,0.068,0.065,0.063,E,,
300,20251121,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.05,0.053,0.058,0.065,0.076,0.093,0.115,0.145,0.181,0.222,0.267,0.313,0.355,0.389,0.411,0.419,0.411,0.389,0.355,0.313,0.267,0.222,0.181,0.145,0.115,0.093,0.076,0.065,0.058,0.053,0.05,0.048,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.048,0.05,0.053,0.057,0.063,0.073,0.086,0.105,0.131,0.163,0.204,0.252,0.306,0.364,0.424,0.481,0.531,0.571,0.596,0.605,0.596,0.571,0.531,0.481,0.424,0.364,0.306,0.252,0.204,0.163,0.131,0.105,0.086,0.073,0.063,0.057,A,,
300,20251122,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.049,0.05,0.053,0.058,0.066,0.077,0.094,0.117,0.146,0.182,0.225,0.27,0.316,0.359,0.393,0.415,0.423,0.415,0.393,0.359,0.316,0.27,0.225,0.182,0.146,0.117,0.094,0.077,0.066,0.058,0.053,0.05,0.049,0.048,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.048,0.049,0.051,0.053,0.057,0.064,0.073,0.087,0.106,0.132,0.165,0.206,0.254,0.309,0.368,0.428,0.486,0.537,0.577,0.602,0.611,0.602,0.577,0.537,0.486,0.428,0.368,0.309,0.254,0.206,0.165,0.132,0.106,0.087,0.073,0.064,0.057,0.053,0.051,0.049,A,,
300,20251123,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.065,0.065,0.065,0.066,0.067,0.069,0.073,0.08,0.09,0.106,0.129,0.16,0.2,0.25,0.308,0.371,0.434,0.492,0.539,0.569,0.58,0.569,0.539,0.492,0.434,0.371,0.308,0.25,0.2,0.16,0.129,0.106,0.09,0.08,0.073,0.069,0.067,0.066,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.066,0.067,0.069,0.073,0.079,0.087,0.101,0.12,0.146,0.181,0.226,0.282,0.349,0.424,0.505,0.588,0.666,0.736,0.791,0.826,0.837,0.826,0.791,0.736,0.666,0.588,0.505,0.424,0.349,0.282,0.226,0.181,0.146,0.12,0.101,0.087,0.079,A,,
300,20251124,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.06,0.061,0.063,0.066,0.072,0.082,0.096,0.117,0.145,0.182,0.227,0.28,0.337,0.394,0.447,0.49,0.517,0.527,0.517,0.49,0.447,0.394,0.337,0.28,0.227,0.182,0.145,0.117,0.096,0.082,0.072,0.066,0.063,0.061,0.06,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.06,0.061,0.063,0.066,0.071,0.079,0.091,0.109,0.133,0.165,0.206,0.257,0.317,0.385,0.459,0.534,0.606,0.669,0.719,0.75,0.761,0.75,0.719,0.669,0.606,0.534,0.459,0.385,0.317,0.257,0.206,0.165,0.133,0.109,0.091,0.079,0.071,0.066,0.063,0.061,E,,
300,20251125,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.055,0.055,0.055,0.055,0.055,0.055,0.056,0.057,0.059,0.062,0.067,0.076,0.09,0.109,0.135,0.169,0.212,0.26,0.313,0.367,0.416,0.456,0.481,0.49,0.481,0.456,0.416,0.367,0.313,0.26,0.212,0.169,0.135,0.109,0.09,0.076,0.067,0.062,0.059,0.057,0.056,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.056,0.057,0.059,0.062,0.066,0.074,0.085,0.101,0.123,0.153,0.192,0.239,0.295,0.359,0.427,0.497,0.564,0.623,0.669,0.698,0.708,0.698,0.669,0.623,0.564,0.497,0.427,0.359,0.295,0.239,0.192,0.153,0.123,0.101,0.085,0.074,0.066,0.062,0.059,0.057,A,,
300,20251126,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.065,0.066,0.069,0.072,0.079,0.089,0.105,0.127,0.158,0.198,0.248,0.305,0.367,0.43,0.487,0.534,0.564,0.574,0.564,0.534,0.487,0.43,0.367,0.305,0.248,0.198,0.158,0.127,0.105,0.089,0.079,0.072,0.069,0.066,0.065,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.065,0.065,0.067,0.069,0.072,0.078,0.087,0.1,0.118,0.145,0.179,0.224,0.28,0.346,0.42,0.5,0.582,0.66,0.729,0.783,0.818,0.83,0.818,0.783,0.729,0.66,0.582,0.5,0.42,0.346,0.28,0.224,0.179,0.145,0.118,0.1,0.087,0.078,0.072,0.069,0.067,E,,
300,20251127,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.055,0.055,0.056,0.058,0.062,0.067,0.076,0.089,0.108,0.134,0.168,0.21,0.259,0.312,-0.365,0.414,0.453,0.479,0.488,0.479,0.453,0.414,0.365,0.312,0.259,0.21,0.168,0.134,0.108,0.089,0.076,0.067,0.062,0.058,0.056,0.055,0.055,0.054,0.054,0.054,0.054,0.054,0.055,0.055,0.055,0.057,0.058,0.061,0.066,0.074,0.085,0.101,0.123,0.152,0.191,0.238,0.293,0.357,0.425,0.494,0.561,0.619,0.665,0.694,0.705,0.694,0.665,0.619,0.561,0.494,0.425,0.357,0.293,0.238,0.191,0.152,0.123,0.101,0.085,0.074,0.066,0.061,0.058,0.057,A,,
300,20251128,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.056,0.056,0.057,0.059,0.063,0.068,0.077,0.091,0.11,0.137,0.172,0.214,0.264,0.318,0.372,0.422,0.462,0.488,0.497,0.488,0.462,0.422,0.372,0.318,0.264,0.214,0.172,0.137,0.11,0.091,0.077,0.068,0.063,0.059,0.057,0.056,0.056,0.055,0.055,0.055,0.055,0.055,0.056,0.056,0.057,0.058,0.059,0.062,0.067,0.075,0.086,0.103,0.125,0.155,0.194,0.242,0.299,0.363,0.433,0.504,0.571,0.631,0.678,0.708,0.718,0.708,0.678,0.631,0.571,0.504,0.433,0.363,0.299,0.242,0.194,0.155,0.125,0.103,0.086,0.075,0.067,0.062,0.059,0.058,F,,
300,20251129,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.058,0.059,0.061,0.064,0.07,0.079,0.093,0.113,0.141,0.176,0.22,0.271,0.326,0.382,0.433,0.474,0.501,0.51,0.501,0.474,0.433,0.382,0.326,0.271,0.22,0.176,0.141,0.113,0.093,0.079,0.07,0.064,0.061,0.059,0.058,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.058,0.059,0.061,0.064,0.069,0.077,0.089,0.105,0.128,0.159,0.199,0.249,0.307,0.373,0.444,0.517,0.587,0.648,0.696,0.727,0.737,0.727,0.696,0.648,0.587,0.517,0.444,0.373,0.307,0.249,0.199,0.159,0.128,0.105,0.089,0.077,0.069,0.064,0.061,0.059,F,,
300,20251130,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.04,0.041,0.044,0.048,0.054,0.063,0.077,0.096,0.12,0.15,0.184,0.222,0.26,0.294,0.322,0.341,0.347,0.341,0.322,0.294,0.26,0.222,0.184,0.15,0.12,0.096,0.077,0.063,0.054,0.048,0.044,0.041,0.04,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.04,0.041,0.044,0.047,0.052,0.06,0.072,0.087,0.108,0.136,0.169,0.209,0.254,0.302,0.352,0.399,0.441,0.473,0.494,0.501,0.494,0.473,0.441,0.399,0.352,0.302,0.254,0.209,0.169,0.136,0.108,0.087,0.072,0.06,0.052,0.047,0.044,0.041,0.04,A,,
200,6305000005,E1,1,E1,N1,MET00005,KWH,15,
300,20251101,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.062,0.063,0.065,0.069,0.075,0.085,0.1,0.121,0.15,0.188,0.235,0.29,0.349,0.408,0.463,0.507,0.535,0.545,0.535,0.507,0.463,0.408,0.349,0.29,0.235,0.188,0.15,0.121,0.1,0.085,0.075,0.069,0.065,0.063,0.062,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.062,0.063,0.065,0.069,0.074,0.082,0.095,0.112,0.137,0.17,0.213,0.266,0.328,0.399,0.475,0.553,0.627,0.692,0.744,0.777,0.788,0.777,0.744,0.692,0.627,0.553,0.475,0.399,0.328,0.266,0.213,0.17,0.137,0.112,0.095,0.082,0.074,0.069,0.065,0.063,A,,
300,20251102,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.061,0.061,0.063,0.065,0.068,0.074,0.084,0.099,0.12,0.149,0.187,0.234,0.288,0.346,0.405,0.46,0.503,0.532,0.542,0.532,0.503,0.46,0.405,0.346,0.288,0.234,0.187,0.149,0.12,0.099,0.084,0.074,0.068,0.065,0.063,0.061,0.061,0.06,0.06,0.06,0.06,0.06,0.061,0.061,0.062,0.063,0.065,0.068,0.073,0.082,0.094,0.112,0.136,0.169,0.212,0.264,0.326,0.396,0.472,0.549,0.623,0.688,0.739,0.772,0.783,0.772,0.739,0.688,0.623,0.549,0.472,0.396,0.326,0.264,0.212,0.169,0.136,0.112,0.094,0.082,0.073,0.068,0.065,0.063,A,,
300,20251103,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.052,0.052,0.053,0.055,0.058,0.063,0.071,0.084,0.102,0.127,0.159,0.198,0.244,0.294,0.344,0.39,0.427,0.452,0.46,0.452,0.427,0.39,0.344,0.294,0.244,0.198,0.159,0.127,0.102,0.084,0.071,0.063,0.058,0.055,0.053,0.052,0.052,0.051,0.051,0.051,0.051,0.051,0.051,0.052,0.052,0.053,0.055,0.058,0.062,0.069,0.08,0.095,0.116,0.144,0.18,0.224,0.277,0.336,0.401,0.466,0.529,0.584,0.627,0.655,0.664,0.655,0.627,0.584,0.529,0.466,0.401,0.336,0.277,0.224,0.18,0.144,0.116,0.095,0.08,0.069,0.062,0.058,0.055,0.053,A,,
300,20251104,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.064,0.064,0.066,0.068,0.072,0.078,0.088,0.104,0.126,0.157,0.196,0.245,0.302,0.363,0.425,0.482,0.528,0.558,0.568,0.558,0.528,0.482,0.425,0.363,0.302,0.245,0.196,0.157,0.126,0.104,0.088,0.078,0.072,0.068,0.066,0.064,0.064,0.063,0.063,0.063,0.063,0.063,0.064,0.064,0.065,0.066,0.068,0.071,0.077,0.086,0.099,0.117,0.143,0.178,0.222,0.277,0.342,0.416,0.495,0.576,0.653,0.722,0.775,0.809,0.821,0.809,0.775,0.722,0.653,0.576,0.495,0.416,0.342,0.277,0.222,0.178,0.143,0.117,0.099,0.086,0.077,0.071,0.068,F,,
300,20251105,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.054,0.054,0.055,0.057,0.06,0.066,0.074,0.087,0.106,0.132,0.165,0.206,0.254,0.306,0.358,0.406,0.444,0.47,0.478,0.47,0.444,0.406,0.358,0.306,0.254,0.206,0.165,0.132,0.106,0.087,0.074,0.066,0.06,0.057,0.055,0.054,0.054,0.053,0.053,0.053,0.053,0.053,0.053,0.054,0.054,0.055,0.057,0.06,0.065,0.072,0.083,0.099,0.12,0.149,0.187,0.233,0.288,0.35,0.417,0.485,0.55,0.607,0.652,0.681,0.691,0.681,0.652,0.607,0.55,0.485,0.417,0.35,0.288,0.233,0.187,0.149,0.12,0.099,0.083,0.072,0.065,0.06,0.057,0.055,E,,
