100,NEM12,202512221300,MDANAME,RETAILER
200,630500000,E1,1,E1,N1,MET00007,KWH,30,
300,20251113,0.045,0.045,0.045,0.045,0.045,0.045,0.046,0.047,0.051,0.063,0.09,0.141,0.216,0.305,0.379,0.408,0.379,0.305,0.216,0.141,0.09,0.063,0.051,0.047,0.046,0.045,0.045,0.046,0.046,0.049,0.055,0.071,0.103,0.159,0.245,0.355,0.469,0.556,0.589,0.556,0.469,0.355,0.245,0.159,0.103,0.071,0.055,0.049,A,,
300,20251114,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.058,0.063,0.078,0.111,0.173,0.265,0.374,0.464,0.5,0.464,0.374,0.265,0.173,0.111,0.078,0.063,0.058,0.056,0.056,0.056,0.056,0.057,0.06,0.068,0.087,0.126,0.195,0.301,0.435,0.574,0.681,0.722,0.681,0.574,0.435,0.301,0.195,0.126,F,,
300,20251115,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.052,0.057,0.07,0.1,0.155,0.238,0.336,0.417,0.449,0.417,0.336,0.238,0.155,0.1,0.07,0.057,0.052,0.05,0.05,0.05,0.05,0.051,0.054,0.061,0.078,0.113,0.175,0.27,0.391,0.516,0.612,0.648,0.612,0.516,0.391,0.27,0.175,0.113,0.078,0.061,0.054,A,,
300,20251116,0.063,0.063,0.063,0.063,0.064,0.064,0.064,0.066,0.072,0.089,0.127,0.197,0.303,0.427,0.531,0.571,0.531,0.427,0.303,0.197,0.127,0.089,0.072,0.066,0.064,0.064,0.064,0.064,0.065,0.068,0.077,0.099,0.144,0.223,0.344,0.498,0.657,0.779,0.825,0.779,0.657,0.498,0.344,0.223,0.144,0.099,0.077,0.068,A,,
300,20251117,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.055,0.06,0.073,0.105,0.163,0.251,0.354,0.439,0.473,0.439,0.354,0.251,0.163,0.105,0.073,0.06,0.055,0.053,0.053,0.053,0.053,0.054,0.057,0.064,0.082,0.119,0.185,0.285,0.412,0.544,0.645,0.683,0.645,0.544,0.412,0.285,0.185,0.119,0.082,0.064,0.057,F,,
300,20251118,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.064,0.07,0.086,0.123,0.191,0.294,0.414,0.515,0.554,0.515,0.414,0.294,0.191,0.123,0.086,0.07,0.064,0.062,0.062,0.062,0.062,0.063,0.066,0.075,0.096,0.139,0.216,0.333,0.482,0.637,0.755,0.8,0.755,0.637,0.482,0.333,0.216,0.139,0.096,0.075,0.066,E,,
300,20251119,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.051,0.055,0.068,0.098,0.152,0.233,0.329,0.408,0.44,0.408,0.329,0.233,0.152,0.098,0.068,0.055,0.051,0.049,0.049,0.049,0.049,0.05,0.053,0.06,0.076,0.111,0.172,0.265,0.383,0.505,0.6,0.635,0.6,0.505,0.383,0.265,0.172,0.111,0.076,0.06,0.053,A,,
300,20251120,0.055,0.055,0.055,0.055,0.055,0.055,0.056,0.057,0.063,0.077,0.11,0.172,0.264,0.373,0.463,0.498,0.463,0.373,0.264,0.172,0.11,0.077,0.063,0.057,0.056,0.055,0.055,0.056,0.057,0.06,0.067,0.086,0.125,0.195,0.3,0.434,0.572,0.679,0.719,0.679,0.572,0.434,0.3,0.195,0.125,0.086,0.067,0.06,A,,
300,20251121,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.043,0.047,0.058,0.083,0.129,0.199,0.28,0.348,0.375,0.348,0.28,0.199,0.129,0.083,0.058,0.047,0.043,0.042,0.042,0.042,0.042,0.043,0.045,0.051,0.065,0.094,0.146,0.226,0.326,0.431,0.511,0.541,0.511,0.431,0.326,0.226,0.146,0.094,0.065,0.051,0.045,F,,
300,20251122,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.042,0.046,0.056,0.081,0.125,0.193,0.272,0.337,-0.363,0.337,0.272,0.193,0.125,0.081,0.056,0.046,0.042,0.041,0.04,0.04,0.041,0.041,0.043,0.049,0.063,0.091,0.142,0.219,0.316,0.418,0.495,0.525,0.495,0.418,0.316,0.219,0.142,0.091,A,,
300,20251123,0.063,0.063,0.063,0.063,0.063,0.063,0.064,0.066,0.072,0.088,0.126,0.196,0.302,0.425,0.528,0.568,0.528,0.425,0.302,0.196,0.126,0.088,0.072,0.066,0.064,0.063,0.063,0.064,0.065,0.068,0.077,0.099,0.143,0.222,0.342,0.495,0.653,0.775,0.821,0.775,0.653,0.495,0.342,0.222,0.143,0.099,0.077,0.068,A,,
300,20251124,0.06,0.06,0.06,0.06,0.06,0.061,0.061,0.063,0.069,0.084,0.121,0.188,0.289,0.407,0.505,0.544,0.505,0.407,0.289,0.188,0.121,0.084,0.069,0.063,0.061,0.061,0.061,0.061,0.062,0.065,0.074,0.094,0.137,0.212,0.327,0.474,0.625,0.742,0.786,0.742,0.625,0.474,0.327,0.212,0.137,0.094,0.074,0.065,F,,
300,20251125,0.051,0.051,0.051,0.051,0.051,0.051,0.052,0.053,0.058,0.071,0.102,0.159,0.244,0.344,0.427,0.459,0.427,0.344,0.244,0.159,0.102,0.071,0.058,0.053,0.052,0.051,0.051,0.051,0.052,0.055,0.062,0.08,0.116,0.179,0.276,0.4,0.528,0.626,0.663,0.626,0.528,0.4,0.276,0.179,0.116,0.08,0.062,0.055,F,,
300,20251126,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.049,0.053,0.066,0.094,0.146,0.225,0.317,0.394,0.424,0.394,0.317,0.225,0.146,0.094,0.066,0.053,0.049,0.048,0.047,0.047,0.047,0.048,0.051,0.057,0.074,0.107,0.166,0.255,0.369,0.487,0.578,0.612,0.578,0.487,0.369,0.255,0.166,0.107,0.074,0.057,0.051,A,,
300,20251127,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.06,0.065,0.081,0.115,0.179,0.275,0.388,0.481,0.518,0.481,0.388,0.275,0.179,0.115,0.081,0.065,0.06,0.058,0.058,0.058,0.058,0.059,0.062,0.07,0.09,0.13,0.202,0.312,0.451,0.596,0.707,0.749,0.707,0.596,0.451,0.312,0.202,0.13,0.09,0.07,0.062,A,,
300,20251128,0.056,0.056,0.056,0.056,0.056,0.056,0.057,0.058,0.064,0.078,0.112,0.174,0.268,0.378,0.469,0.505,0.469,0.378,0.268,0.174,0.112,0.078,0.064,0.058,0.057,0.056,0.056,0.056,0.057,0.06,0.068,0.088,0.127,0.197,0.304,0.44,0.581,0.689,0.729,0.689,0.581,0.44,0.304,0.197,0.127,0.088,0.068,0.06,F,,
300,20251129,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.046,0.05,0.062,0.088,0.137,0.21,0.296,0.368,0.396,0.368,0.296,0.21,0.137,0.088,0.062,0.05,0.046,0.044,0.044,0.044,0.044,0.045,0.047,0.054,0.069,0.1,0.155,0.238,0.345,0.455,0.54,0.572,0.54,0.455,0.345,0.238,0.155,0.1,0.069,0.054,0.047,E,,
300,20251130,0.064,0.064,0.064,0.064,0.064,0.064,0.065,0.067,0.073,0.09,0.128,0.199,0.306,0.432,0.536,0.577,0.536,0.432,0.306,0.199,0.128,0.09,0.073,0.067,0.065,0.064,0.064,0.065,0.066,0.069,0.078,0.1,0.145,0.225,0.347,0.502,0.663,0.787,0.833,0.787,0.663,0.502,0.347,0.225,0.145,0.1,0.078,0.069,A,,
300,20251130,0.064,0.064,0.064,0.064,0.064,0.064,0.065,0.067,0.073,0.09,0.128,0.199,0.306,0.432,0.536,0.577,0.536,0.432,0.306,0.199,0.128,0.09,0.073,0.067,0.065,0.064,0.064,0.065,0.066,0.069,0.078,0.1,0.145,0.225,0.347,0.502,0.663,0.787,0.833,0.787,0.663,0.502,0.347,0.225,0.145,0.1,0.078,0.069,A,,
200,6305000008,E1,1,E1,N1,MET00008,KWH,30,
300,20251101,0.057,0.057,0.057,0.057,0.057,0.057,0.058,0.06,0.065,0.08,0.114,0.178,0.274,0.386,0.479,0.516,0.479,0.386,0.274,0.178,0.114,0.08,0.065,0.06,0.058,0.057,0.057,0.058,0.059,0.062,0.07,0.09,0.13,0.202,0.31,0.449,0.593,0.704,0.745,0.704,0.593,0.449,0.31,0.202,0.13,0.09,0.07,0.062,E,,
300,20251102,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.054,0.059,0.072,0.103,0.161,0.247,0.348,0.432,0.465,0.432,0.348,0.247,0.161,0.103,0.072,0.059,0.054,0.052,0.052,0.052,0.052,0.053,0.056,0.063,0.081,0.117,0.182,0.28,0.405,0.534,0.634,0.671,0.634,0.534,0.405,0.28,0.182,0.117,0.081,0.063,0.056,A,,
300,20251103,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.045,0.05,0.061,0.087,0.136,0.209,0.294,0.365,0.393,0.365,0.294,0.209,0.136,0.087,0.061,0.05,0.045,0.044,0.044,0.044,0.044,0.045,0.047,0.053,0.068,0.099,0.153,0.236,0.342,0.451,0.536,0.567,0.536,0.451,0.342,0.236,0.153,0.099,0.068,0.053,0.047,A,,
300,20251104,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.06,0.066,0.081,0.115,0.18,0.276,0.389,0.483,0.52,0.483,0.389,0.276,0.18,0.115,0.081,0.066,0.06,0.058,0.058,0.058,0.058,0.059,0.062,0.071,0.09,0.131,0.203,0.313,0.453,0.598,0.71,0.752,0.71,0.598,0.453,0.313,0.203,0.131,0.09,0.071,0.062,F,,
300,20251105,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.041,0.044,0.055,0.078,0.121,0.186,0.263,0.326,0.351,0.326,0.263,0.186,0.121,0.078,0.055,0.044,0.041,0.039,0.039,0.039,0.039,0.04,0.042,0.048,0.061,0.088,0.137,0.211,0.306,0.404,0.479,0.507,0.479,0.404,0.306,0.211,0.137,0.088,0.061,0.048,0.042,A,,
300,20251106,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.042,0.046,0.056,0.08,0.125,0.192,0.27,0.336,0.361,0.336,0.27,0.192,0.125,0.08,0.056,0.046,0.042,0.041,0.04,0.04,0.04,0.041,0.043,0.049,0.063,0.091,0.141,0.217,0.315,0.415,0.493,0.522,0.493,0.415,0.315,0.217,0.141,0.091,0.063,0.049,0.043,A,,
300,20251107,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.042,0.046,0.057,0.081,0.127,0.195,0.274,0.34,0.366,0.34,0.274,0.195,0.127,0.081,0.057,0.046,0.042,0.041,0.041,0.041,0.041,0.042,0.044,0.05,0.064,0.092,0.143,0.22,0.319,0.421,0.5,0.529,0.5,0.421,0.319,0.22,0.143,0.092,0.064,0.05,0.044,A,,
300,20251108,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.064,0.07,0.086,0.123,0.192,0.295,0.415,0.515,0.555,0.515,0.415,0.295,0.192,0.123,0.086,0.07,0.064,0.062,0.062,0.062,0.062,0.063,0.066,0.075,0.096,0.14,0.217,0.334,0.483,0.638,0.757,0.801,0.757,0.638,0.483,0.334,0.217,0.14,0.096,0.075,0.066,A,,
300,20251109,0.038,0.038,0.038,0.038,0.038,0.038,0.039,0.04,0.043,0.054,0.076,0.119,0.183,0.258,0.32,0.345,0.32,0.258,0.183,0.119,0.076,0.054,0.043,0.04,0.039,0.038,0.038,0.039,0.039,0.041,0.047,0.06,0.087,0.135,0.207,0.3,0.396,0.47,0.498,0.47,0.396,0.3,0.207,0.135,0.087,0.06,0.047,0.041,E,,
300,20251110,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.063,0.069,0.085,0.121,0.189,0.291,0.41,0.509,0.548,0.509,0.41,0.291,0.189,0.121,0.085,0.069,0.063,0.061,0.061,0.061,0.061,0.062,0.065,0.074,0.095,0.138,0.214,0.329,0.477,0.629,0.747,0.791,0.747,0.629,0.477,0.329,0.214,0.138,0.095,0.074,0.065,A,,
300,20251111,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.047,0.052,0.064,0.091,0.142,0.219,0.308,0.382,0.412,0.382,0.308,0.219,0.142,0.091,0.064,0.052,0.047,0.046,0.046,0.046,0.046,0.047,0.049,0.056,0.071,0.104,0.161,0.248,0.358,0.473,0.561,0.594,0.561,0.473,0.358,0.248,0.161,0.104,0.071,0.056,0.049,A,,
300,20251112,0.043,0.043,0.043,0.043,0.043,0.043,0.044,0.045,0.049,0.06,0.086,0.134,0.206,0.291,0.361,0.389,0.361,0.291,0.206,0.134,0.086,0.06,0.049,0.045,0.044,0.043,0.043,0.043,0.044,0.046,0.053,0.067,0.098,0.152,0.234,0.339,0.447,0.53,0.562,0.53,0.447,0.339,0.234,0.152,0.098,0.067,0.053,0.046,A,,
300,20251113,0.047,0.047,0.047,0.047,0.047,0.047,0.048,0.049,0.053,0.066,0.094,0.147,0.225,0.317,0.394,0.424,0.394,0.317,0.225,0.147,0.094,0.066,0.053,0.049,0.048,0.047,0.047,0.047,0.048,0.051,0.057,0.074,0.107,0.166,0.255,0.369,0.488,0.578,0.613,0.578,0.488,0.369,0.255,0.166,0.107,0.074,0.057,0.051,A,,
300,20251114,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.041,0.044,0.055,0.078,0.121,0.186,0.263,0.326,0.351,0.326,0.263,0.186,0.121,0.078,0.055,0.044,0.041,0.039,0.039,0.039,0.039,0.04,0.042,0.048,0.061,0.088,0.137,0.211,0.306,0.404,0.479,0.507,0.479,0.404,0.306,0.211,0.137,0.088,0.061,0.048,0.042,A,,
300,20251115,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.046,0.05,0.061,0.088,0.137,0.21,0.296,0.367,0.395,0.367,0.296,0.21,0.137,0.088,0.061,0.05,0.046,0.044,0.044,0.044,0.044,0.045,0.047,0.054,0.069,0.099,0.154,0.238,0.344,0.454,0.539,0.571,0.539,0.454,0.344,0.238,0.154,0.099,0.069,0.054,A,,
300,20251116,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.06,0.065,0.081,0.115,0.179,0.276,0.388,0.482,0.519,0.482,0.388,0.276,0.179,0.115,0.081,0.065,0.06,0.058,0.058,0.058,0.058,0.059,0.062,0.07,0.09,0.131,0.203,0.312,0.452,0.597,0.708,0.75,0.708,0.597,0.452,0.312,0.203,0.131,0.09,0.07,0.062,A,,
300,20251117,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.044,0.049,0.06,0.085,0.133,0.204,0.288,0.357,0.385,0.357,0.288,0.204,0.133,0.085,0.06,0.049,0.044,0.043,0.043,0.043,0.043,0.044,0.046,0.052,0.067,0.097,0.15,0.232,0.335,0.442,0.525,0.556,0.525,0.442,0.335,0.232,0.15,0.097,0.067,0.052,0.046,A,,
300,20251118,0.048,0.048,0.048,0.048,0.048,0.048,0.049,0.05,0.055,0.067,0.096,0.15,0.23,0.324,0.402,0.433,0.402,0.324,0.23,0.15,0.096,0.067,0.055,0.05,0.049,0.048,0.048,0.048,0.049,0.052,0.059,0.075,0.109,0.169,0.261,0.377,0.498,0.591,0.626,0.591,0.498,0.377,0.261,0.169,0.109,0.075,0.059,0.052,A,,
300,20251119,0.058,0.058,0.058,0.058,0.058,0.058,0.059,0.06,0.066,0.081,0.116,0.181,0.278,0.391,0.486,0.523,0.486,0.391,0.278,0.181,0.116,0.081,0.066,0.06,0.059,0.058,0.058,0.059,0.059,0.063,0.071,0.091,0.132,0.204,0.315,0.456,0.602,0.714,0.756,0.714,0.602,0.456,0.315,0.204,0.132,0.091,0.071,0.063,A,,
300,20251120,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.065,0.071,0.088,0.125,0.195,0.299,0.422,0.524,0.564,0.524,0.422,0.299,0.195,0.125,0.088,0.071,0.065,0.063,0.063,0.063,0.063,0.064,0.067,0.076,0.098,0.142,0.22,0.339,0.491,0.648,0.769,0.815,0.769,0.648,0.491,0.339,0.22,0.142,0.098,0.076,0.067,A,,
300,20251121,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.04,0.044,0.054,0.078,0.121,0.186,0.262,0.326,0.351,0.326,0.262,0.186,0.121,0.078,0.054,0.044,0.04,0.039,0.039,0.039,0.039,0.04,0.042,0.048,0.061,0.088,0.137,0.211,0.305,0.403,0.478,0.507,0.478,0.403,0.305,0.211,0.137,0.088,0.061,0.048,0.042,A,,
300,20251122,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.056,0.061,0.075,0.107,0.167,0.256,0.361,0.448,0.483,0.448,0.361,0.256,0.167,0.107,0.075,0.061,0.056,0.054,0.054,0.054,0.054,0.055,0.058,0.065,0.084,0.121,0.189,0.29,0.42,0.555,0.658,0.697,0.658,0.555,0.42,0.29,0.189,0.121,0.084,0.065,0.058,A,,
300,20251123,0.061,0.061,0.061,0.061,0.061,0.061,0.062,0.064,0.07,0.086,0.122,0.191,0.293,0.413,0.513,0.552,0.513,0.413,0.293,0.191,0.122,0.086,0.07,0.064,0.062,0.061,0.061,0.062,0.063,0.066,0.075,0.096,0.139,0.216,0.332,0.481,0.634,0.752,0.797,0.752,0.634,0.481,0.332,0.216,0.139,0.096,0.075,0.066,A,,
300,20251124,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.042,0.046,0.057,0.081,0.126,0.194,0.273,0.339,0.365,0.339,0.273,0.194,0.126,0.081,0.057,0.046,0.042,0.041,0.041,0.041,0.041,0.041,0.044,0.049,0.063,0.092,0.142,0.219,0.318,0.419,0.497,0.527,0.497,0.419,0.318,0.219,0.142,0.092,0.063,0.049,0.044,A,,
300,20251125,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.066,0.072,0.089,0.127,0.198,0.305,0.43,0.534,0.575,0.534,0.43,0.305,0.198,0.127,0.089,0.072,0.066,0.064,0.064,0.064,0.064,0.065,0.069,0.078,0.1,0.145,0.224,0.346,0.5,0.661,0.784,0.83,0.784,0.661,0.5,0.346,0.224,0.145,0.1,0.078,0.069,E,,
300,20251126,0.063,0.063,0.063,0.063,0.063,0.063,0.064,0.066,0.072,0.088,0.126,0.196,0.302,0.425,0.528,0.568,0.528,0.425,0.302,0.196,0.126,0.088,0.072,0.066,0.064,0.063,0.063,0.064,0.065,0.068,0.077,0.099,0.143,0.222,0.342,0.495,0.653,0.775,0.821,0.775,0.653,0.495,0.342,0.222,0.143,0.099,0.077,0.068,A,,
300,20251127,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.052,0.057,0.07,0.1,0.156,0.24,0.338,0.42,0.452,0.42,0.338,0.24,0.156,0.1,0.07,0.057,0.052,0.051,0.05,0.05,0.051,0.051,0.054,0.061,0.078,0.114,0.177,0.272,0.394,0.52,0.616,0.653,0.616,0.52,0.394,0.272,0.177,0.114,A,,
300,20251128,0.048,0.048,0.048,0.048,0.048,0.049,0.049,0.05,0.055,0.068,0.097,0.151,0.232,0.326,0.405,0.436,0.405,0.326,0.232,0.151,0.097,0.068,0.055,0.05,0.049,0.049,0.049,0.049,0.05,0.052,0.059,0.076,0.11,0.17,0.262,0.38,0.501,0.595,0.63,0.595,0.501,0.38,0.262,0.17,0.11,0.076,0.059,0.052,A,,
300,20251129,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.044,0.048,0.059,0.084,0.131,0.201,0.283,0.352,0.379,0.352,0.283,0.201,0.131,0.084,0.059,0.048,0.044,0.042,0.042,0.042,0.042,0.043,0.045,0.051,0.066,0.095,0.148,0.228,0.33,0.435,0.516,0.547,0.516,0.435,0.33,0.228,0.148,0.095,0.066,0.051,0.045,E,,
300,20251130,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.044,0.048,0.059,0.084,0.13,0.2,0.282,0.35,0.377,0.35,0.282,0.2,0.13,0.084,0.059,0.048,0.044,0.042,0.042,0.042,0.042,0.043,0.045,0.051,0.065,0.095,0.147,0.227,0.329,0.434,0.514,0.545,0.514,0.434,0.329,0.227,0.147,0.095,0.065,0.051,0.045,E,,
200,6305000009,E1,1,E1,N1,MET00009,KWH,30,
300,20251101,0.058,0.058,0.058,0.058,0.058,0.059,0.059,0.061,0.066,0.082,0.117,0.182,0.279,0.394,0.489,0.526,0.489,0.394,0.279,0.182,0.117,0.082,0.066,0.061,0.059,0.059,0.059,0.059,0.06,0.063,0.071,0.091,0.132,0.206,0.317,0.458,0.605,0.718,0.76,0.718,0.605,0.458,0.317,0.206,0.132,0.091,0.071,0.063,A,,
300,20251102,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.063,0.069,0.085,0.121,0.189,0.291,0.409,0.508,0.547,0.508,0.409,0.291,0.189,0.121,0.085,0.069,0.063,0.061,0.061,0.061,0.061,0.062,0.065,0.074,0.095,0.138,0.214,0.329,0.477,0.629,0.746,0.79,0.746,0.629,0.477,0.329,0.214,0.138,0.095,0.074,0.065,A,,
300,20251103,0.062,0.062,0.062,0.062,0.062,0.062,0.063,0.064,0.07,0.087,0.124,0.193,0.297,0.418,0.519,0.559,0.519,0.418,0.297,0.193,0.124,0.087,0.07,0.064,0.063,0.062,0.062,0.062,0.064,0.067,0.076,0.097,0.141,0.218,0.336,0.486,0.642,0.762,0.807,0.762,0.642,0.486,0.336,0.218,0.141,0.097,0.076,0.067,A,,
300,20251104,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.056,0.061,0.075,0.107,0.167,0.257,0.362,0.45,0.484,0.45,0.362,0.257,0.167,0.107,0.075,0.061,0.056,0.054,0.054,0.054,0.054,0.055,0.058,0.066,0.084,0.122,0.189,0.291,0.422,0.557,0.66,0.699,0.66,0.557,0.422,0.291,0.189,0.122,0.084,0.066,0.058,A,,
300,20251105,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.045,0.049,0.061,0.087,0.136,0.208,0.293,0.364,0.392,0.364,0.293,0.208,0.136,0.087,0.061,0.049,0.045,0.044,0.044,0.044,0.044,0.045,0.047,0.053,0.068,0.099,0.153,0.236,0.342,0.451,0.535,0.567,0.535,0.451,0.342,0.236,0.153,0.099,0.068,0.053,A,,
300,20251106,0.044,0.044,0.044,0.044,0.044,0.044,0.045,0.046,0.05,0.062,0.088,0.138,0.211,0.298,0.37,0.398,0.37,0.298,0.211,0.138,0.088,0.062,0.05,0.046,0.045,0.044,0.044,0.045,0.045,0.048,0.054,0.069,0.1,0.156,0.24,0.347,0.458,0.543,0.575,0.543,0.458,0.347,0.24,0.156,0.1,0.069,0.054,0.048,A,,
300,20251107,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.064,0.07,0.086,0.123,0.191,0.294,0.414,0.514,0.554,0.514,0.414,0.294,0.191,0.123,0.086,0.07,0.064,0.062,0.062,0.062,0.062,0.063,0.066,0.075,0.096,0.139,0.216,0.333,0.482,0.636,0.755,0.8,0.755,0.636,0.482,0.333,0.216,0.139,0.096,0.075,0.066,A,,
